Year Completed,Number of Purposes,Floors,Rank,Height,Name,Material,City,City ID,Country,Country ID,Longitude,Latitude,ID
1924,1,31,592,158.5,26 Broadway,steel,New York City,1641,US,163,-74.01300812,40.70529175,3439
1931,1,42,593,158,Newsweek Building,steel,New York City,1641,US,163,-73.97609711,40.75770187,3460
2003,1,36,594,158,RRI Energy Plaza,concrete,Houston,1593,US,163,-95.36554718,29.75695038,3485
2009,1,46,595,157.8899994,The Residences at the Ritz-Carlton,concrete,Philadelphia,1657,US,163,-75.16500854,39.95153046,3454
1930,2,39,596,157.8899994,The Downtown Club,steel,New York City,1641,US,163,-74.01570892,40.70608902,3479
2008,2,50,597,157.7599945,Palms Place,concrete,Las Vegas,1610,US,163,-115.1987,36.11408997,3452
2008,1,47,598,157.6600037,The Columbian,concrete,Chicago,1539,US,163,-87.62458801,41.86769867,3507
1990,1,37,600,157.5800018,TCW Tower,steel,Los Angeles,1611,US,163,-118.2630463,34.04682159,3514
2009,1,42,601,157.4400024,785 8th Avenue,concrete,New York City,1641,US,163,-73.98747253,40.76102066,2622
2002,1,37,602,157.4100037,191 North Wacker Drive,composite,Chicago,1539,US,163,-87.63665009,41.88534927,3530
1988,1,49,603,157.2799988,Highpoint Condominiums,concrete,New York City,1641,US,163,-73.97360992,40.7485199,3518
1968,1,40,605,157.2799988,Union Bank Plaza,steel,Los Angeles,1611,US,163,-118.2573776,34.05316925,3524
2004,1,33,606,157.1999969,Frost Bank Tower,concrete,Austin,1510,US,163,-97.74295807,30.26633072,3531
1990,1,51,607,156.9700012,401 East Ontario Street,concrete,Chicago,1539,US,163,-87.61673737,41.89329147,3533
1964,1,41,608,156.9700012,Sterling Drug Company Building,steel,New York City,1641,US,163,-73.97923279,40.75070953,3545
1958,1,38,609,156.9700012,Seagram Building,steel,New York City,1641,US,163,-73.97223663,40.75844955,3529
2007,1,50,611,156.6699982,The Streeter,concrete,Chicago,1539,US,163,-87.61882782,41.89241028,3558
1977,1,31,612,156.6699982,Rainier Tower,steel,Seattle,1680,US,163,-122.334343,47.60879898,3568
2012,2,43,613,156.4100037,1214 Fifth Avenue,concrete,New York City,1641,US,163,-73.95233917,40.79124069,2643
2009,1,47,614,156.3600006,600 North Lake Shore Drive - South Tower,concrete,Chicago,1539,US,163,-87.61482239,41.89292145,3572
1984,1,36,615,156.3600006,Mid-Continent Tower,steel,Tulsa,1706,US,163,-95.98886871,36.15272141,3577
1927,1,31,616,156.3600006,Bank of New York Building,steel,New York City,1641,US,163,-74.00913239,40.70642853,3580
1973,1,54,617,156.3099976,Park Tower Condominiums,concrete,Chicago,1539,US,163,-87.65471649,41.98014832,3569
2008,1,45,618,156.1600037,The Ivy,concrete,Miami,1632,US,163,-80.19515991,25.77042961,3592
1930,1,44,619,156.0599976,Millennium Towers North,steel,New York City,1641,US,163,-73.98934174,40.75355148,3575
1929,1,42,620,156.0599976,One Hanson Place,steel,New York City,1641,US,163,-73.97763062,40.68548965,3598
1950,1,41,621,156.0599976,1407 Broadway,steel,New York City,1641,US,163,-73.98764038,40.75342178,3601
1935,1,41,621,156.0599976,International Building,steel,New York City,1641,US,163,-73.9777298,40.75915146,3602
1930,1,41,621,156.0599976,LaSalle-Wacker Building,steel,Chicago,1539,US,163,-87.63210297,41.88653183,3600
1967,1,40,624,156.0599976,437 Madison Avenue,steel,New York City,1641,US,163,-73.97535706,40.75740051,3606
1973,1,40,624,156.0599976,Bryan Tower,steel,Dallas,1554,US,163,-96.79638672,32.78527832,3603
2003,1,40,624,156.0599976,Fourth and Madison Building,composite,Seattle,1680,US,163,-122.3331375,47.60565948,3608
1972,1,40,624,156.0599976,PNC Tower,steel,Louisville,1620,US,163,-85.75789642,38.2562294,3605
1931,1,42,628,155.7599945,Continental Building,steel,New York City,1641,US,163,-73.98645782,40.75466156,3620
1984,1,40,629,155.7599945,1155 Avenue of the Americas,steel,New York City,1641,US,163,-73.98335266,40.7566185,3621
1968,1,39,630,155.7599945,K & L Gates Center,steel,Pittsburgh,1661,US,163,-79.99993896,40.44200134,3622
1974,1,35,632,155.4499969,Harris Bank Bank Addition II,steel,Chicago,1539,US,163,-87.63197327,41.8802681,3638
2004,1,45,633,155.3899994,Liberty Plaza,concrete,New York City,1641,US,163,-74.00821686,40.70735931,3633
1924,1,37,634,155.1499939,Bank of America Building,steel,Baltimore,1514,US,163,-76.61402893,39.28921127,3664
1984,1,31,635,155.1499939,KOIN Center,concrete,Portland,1656,US,163,-122.6775589,45.51314926,3675
2010,1,48,636,155.1399994,Hudson Greene East Tower,concrete,Jersey City,1605,US,163,-74.03504944,40.71456909,3819
2010,1,50,637,155.0599976,215 West,concrete,Chicago,1539,US,163,-87.634552,41.88302994,3647
2014,1,48,638,155.0399933,BrickellHouse,concrete,Miami,1632,US,163,-80.1902771,25.76038933,13980
1976,1,39,639,155,Renaissance Center 100 Tower,concrete,Detroit,1559,US,163,-83.04032135,42.32907867,3688
1976,1,39,639,155,Renaissance Center 200 Tower,concrete,Detroit,1559,US,163,-83.03929138,42.32955933,3689
1976,1,39,639,155,Renaissance Center 300 Tower,concrete,Detroit,1559,US,163,-83.03871155,42.32878876,3690
1976,1,39,639,155,Renaissance Center 400 Tower,concrete,Detroit,1559,US,163,-83.03974915,42.32836151,3691
2007,2,38,643,154.8399963,The Westin Virginia Beach Town Center & Residences,concrete,Virginia Beach,1716,US,163,-76.13604736,36.84152985,3695
1972,1,36,645,154.5,One Beacon Street,steel,Boston,1524,US,163,-71.06082153,42.35847855,3703
1953,1,39,646,154.3000031,United Nations Secretariat Building,steel,New York City,1641,US,163,-73.96801758,40.74893951,3737
1970,1,41,647,154.2299957,810 7th Avenue,steel,New York City,1641,US,163,-73.98258209,40.76293182,3706
1984,1,36,648,154.2299957,10 Universal City Plaza,steel,Los Angeles,1611,US,163,-118.3618927,34.13824081,3707
1982,1,50,649,154,400 East Ohio Street,concrete,Chicago,1539,US,163,-87.61737823,41.89284897,3711
2006,1,50,650,153.9299927,The Beach Club Tower 2,concrete,Hallandale Beach,1588,US,163,-80.11831665,25.98493958,3712
1975,2,39,651,153.9299927,One United Nations Plaza,steel,New York City,1641,US,163,-73.9691925,40.75048828,3735
1981,2,39,651,153.9299927,Two United Nations Plaza,steel,New York City,1641,US,163,-73.9695816,40.75083923,3736
1969,1,37,653,153.6199951,One Indiana Square,steel,Indianapolis,1600,US,163,-86.15550995,39.77037048,3757
1988,1,36,654,153.4700012,Fifth Street Towers II,composite,Minneapolis,1627,US,163,-93.268013,44.97826004,3773
1989,1,33,655,153.4700012,Vern Riffe Center for Govermnment and the Arts,steel,Columbus,1545,US,163,-83.00084686,39.96035004,3775
1931,1,43,656,153.3200073,Johns-Manville Building,steel,New York City,1641,US,163,-73.98004913,40.75120163,3765
1974,1,40,657,153.3200073,Bank of America Plaza,steel,Charlotte,1544,US,163,-80.84324646,35.22661972,3768
1962,1,39,658,153.3200073,60 Broad Street,steel,New York City,1641,US,163,-74.01206207,40.70534134,3769
1929,1,37,659,153.3200073,Carbide & Carbon Building,steel,Chicago,1539,US,163,-87.62480164,41.88660049,3770
1928,1,37,659,153.3200073,Lefcourt National Building,steel,New York City,1641,US,163,-73.97981262,40.75416946,3771
2003,1,36,661,153.3200073,State Street Financial Center,steel,Boston,1524,US,163,-71.05838776,42.35274887,3772
2010,1,41,663,153.0700073,Met 2 Marriott Marquis,concrete,Miami,1632,US,163,-80.18913269,25.77131081,9225
1962,1,33,664,153,El Paso Energy Building,steel,Houston,1593,US,163,-95.36737823,29.75785065,3794
1999,1,52,665,152.9100037,One Superior Place,concrete,Chicago,1539,US,163,-87.62905121,41.89543152,3777
2010,1,48,666,152.8200073,Hudson Greene West Tower,concrete,Jersey City,1605,US,163,-74.03578186,40.7146492,3820
1962,1,51,667,152.7100067,Sheraton New York,concrete,New York City,1641,US,163,-73.98156738,40.76234818,3801
2008,1,41,668,152.7100067,Wind,concrete,Miami,1632,US,163,-80.19393158,25.77058029,3803
1992,1,39,669,152.7100067,120 North LaSalle,concrete,Chicago,1539,US,163,-87.63298035,41.88375092,3804
1968,1,39,669,152.7100067,World Apparel Center,steel,New York City,1641,US,163,-73.98758698,40.75421906,3805
1986,1,37,671,152.7100067,10 South LaSalle,composite,Chicago,1539,US,163,-87.63282013,41.8816185,3807
2009,1,37,671,152.7100067,One Park Place,concrete,Houston,1593,US,163,-95.36116791,29.75419998,3809
2008,1,36,673,152.6999969,Viewpoint,concrete,Atlanta,1509,US,163,-84.38382721,33.77788162,3811
2013,1,34,674,152.6600037,International Gem Tower,steel,New York City,1641,US,163,-73.98081207,40.75722885,9212
2010,1,34,675,152.5299988,1450 BRICKELL,concrete,Miami,1632,US,163,-80.19300079,25.75863075,3096
1999,1,49,676,152.3999939,One Columbus Place Tower I,concrete,New York City,1641,US,163,-73.98542023,40.76893997,9975
1999,1,49,676,152.3999939,One Columbus Place Tower II,concrete,New York City,1641,US,163,-73.98590088,40.76935959,9976
2007,1,45,678,152.3999939,Sky Las Vegas,concrete,Las Vegas,1610,US,163,-115.1613388,36.13880157,3825
1974,1,40,680,152.3999939,1818 Market Street,steel,Philadelphia,1657,US,163,-75.1710434,39.95294952,3838
1970,1,40,680,152.3999939,28 State Street,steel,Boston,1524,US,163,-71.05737305,42.35937881,3835
1982,1,38,682,152.3999939,Telesis Tower,steel,San Francisco,1683,US,163,-122.4032822,37.7892189,3847
2009,2,35,683,152.3999939,Memorial Hermann Tower,concrete,Houston,1593,US,163,-95.54540253,29.78256035,3855
1986,1,34,684,152.3999939,Four World Financial Center,steel,New York City,1641,US,163,-74.0160675,40.71400833,3859
1991,1,34,684,152.3999939,One America Plaza,steel,San Diego,1677,US,163,-117.1687317,32.7161293,3860
2008,1,51,686,152.3500061,The Tides,concrete,Chicago,1539,US,163,-87.61798859,41.88669968,3813
1981,1,41,687,152.3000031,200 South Wacker,concrete,Chicago,1539,US,163,-87.63752747,41.87900162,3831
2004,1,45,688,151.8399963,The St. James,concrete,Philadelphia,1657,US,163,-75.15402222,39.9477005,3879
2014,1,47,689,151.8000031,The Modern Tower A,concrete,Fort Lee,1576,US,163,-73.9664917,40.85226059,14316
1926,1,32,691,151.7899933,Barclay-Vesey Building,steel,New York City,1641,US,163,-74.01306915,40.71364975,3887
2008,1,49,692,151.6399994,Parkview West,concrete,Chicago,1539,US,163,-87.61724854,41.89126968,3878
2000,1,31,693,151.6399994,Ameriprise Financial Center,steel/concrete,Minneapolis,1627,US,163,-93.26912689,44.97526169,3888
1960,1,40,694,151.5,80 Pine Street,steel,New York City,1641,US,163,-74.00684357,40.70606995,3892
2013,1,47,695,151.4900055,500 North Lake Shore Drive,concrete,Chicago,1539,US,163,-87.61477661,41.89149857,11965
1992,1,40,696,151.4900055,Manchester Grand Hyatt Hotel,concrete,San Diego,1677,US,163,-117.1679535,32.70959091,3893
2008,1,43,697,151.1799927,The Platinum,concrete,New York City,1641,US,163,-73.98738861,40.75989151,3912
1965,1,41,698,151.1799927,Financial Times Building,steel,New York City,1641,US,163,-73.97849274,40.76197052,3913
1915,1,32,699,151.1799927,Marriott's Custom House,steel,Boston,1524,US,163,-71.0535202,42.35905075,9358
1929,1,40,700,151.0299988,Guardian Building,steel,Detroit,1559,US,163,-83.04615784,42.32978821,10576
1928,1,38,701,151,20 Pine,steel,New York City,1641,US,163,-74.009758,40.70767975,3962
1980,1,41,702,150.9199982,55 West Monroe,concrete,Chicago,1539,US,163,-87.62986755,41.88039017,3927
1983,1,49,703,150.8800049,Ontario Place,concrete,Chicago,1539,US,163,-87.62779999,41.89348984,3919
2007,1,47,704,150.8800049,Avenue Brickell Tower,concrete,Miami,1632,US,163,-80.19168091,25.76318932,3920
1986,2,43,705,150.8800049,333 Bush Street,steel,San Francisco,1683,US,163,-122.4030304,37.79064178,3923
1913,1,31,706,150.8800049,PNC Tower,steel,Cincinnati,1550,US,163,-84.51287079,39.09965134,3949
1949,1,26,707,150.8800049,John Hancock Building,steel,Boston,1524,US,163,-71.07331085,42.34983063,3951
2012,1,40,708,150.8500061,The Ritz-Carlton Residences,concrete,Chicago,1539,US,163,-87.6246109,41.89437866,8745
2008,1,40,709,150.7299957,50 East Chestnut Street,concrete,Chicago,1539,US,163,-87.62615204,41.89855957,3929
2015,1,42,710,150.5700073,Icon Bay,concrete,Miami,1632,US,163,-80.18724823,25.80367088,17094
1971,1,46,711,150.2700043,Hilton San Francisco Union Square,steel,San Francisco,1683,US,163,-122.4110031,37.78538895,3978
1986,1,40,712,150.2700043,1000 Second Avenue,steel,Seattle,1680,US,163,-122.3351974,47.60583878,3981
1931,1,33,713,150.2700043,First National Center,steel,Oklahoma City,1645,US,163,-97.51624298,35.46847153,3982
1929,1,42,714,150,Fuller Building,steel,New York City,1641,US,163,-73.97184753,40.76240921,3997
2004,1,47,716,149.9600067,Akoya Condominiums,concrete,Miami Beach,1622,US,163,-80.11965179,25.84589005,3991
1932,1,36,717,149.9600067,Loews Philadelphia Hotel,steel,Philadelphia,1657,US,163,-75.16015625,39.95159912,18406
1971,1,34,718,149.9600067,Pacific Gas & Electric Building,steel,San Francisco,1683,US,163,-122.395668,37.79179001,4049
2001,1,33,719,149.8899994,Target Plaza South,composite,Minneapolis,1627,US,163,-93.27631378,44.97364044,4055
1999,1,46,720,149.8099976,200 Riverside Boulevard At Trump Place,concrete,New York City,1641,US,163,-73.9878006,40.77920151,3992
2008,1,40,723,149.6600037,Chelsea Stratus,concrete,New York City,1641,US,163,-73.99259949,40.74391937,4075
2007,1,39,724,149.6600037,Twelve Centennial Park Tower I,concrete,Atlanta,1509,US,163,-84.38807678,33.76502991,4077
1965,1,38,725,149.6600037,CBS Building,concrete,New York City,1641,US,163,-73.97875977,40.76123047,9075
2003,1,35,726,149.5,Constellation Place,steel,Los Angeles,1611,US,163,-118.4175262,34.05707169,4078
2010,1,46,727,149.4100037,235 West Van Buren,concrete,Chicago,1539,US,163,-87.63469696,41.87657928,9004
1986,1,30,729,149.3500061,Fifth Third Center,concrete,Nashville,1640,US,163,-86.78018188,36.16378021,9509
2010,1,29,730,149.3500061,Hess Tower,concrete,Houston,1593,US,163,-95.35974884,29.75461006,4083
2004,1,33,731,149.0500031,33 Arch Street,steel,Boston,1524,US,163,-71.05818939,42.35618973,9797
2005,1,37,732,149,Hyatt Regency Denver at the Colorado Convention Center,concrete,Denver,1556,US,163,-104.9938507,39.74356079,12745
1937,1,34,733,149,One Rockefeller Plaza,steel,New York City,1641,US,163,-73.97889709,40.75798035,9810
2000,1,42,734,148.7400055,The Bristol,concrete,Chicago,1539,US,163,-87.62628937,41.89896011,9290
2010,1,38,735,148.7400055,1075 Peachtree Office Tower,concrete,Atlanta,1509,US,163,-84.38259888,33.78382111,9006
1983,1,36,736,148.5700073,333 Wacker Drive,steel,Chicago,1539,US,163,-87.63604736,41.88610077,9021
1972,1,37,737,148.4400024,50 California Street,steel,San Francisco,1683,US,163,-122.3975601,37.79413986,9929
1974,1,37,737,148.4400024,Henry M. Jackson Federal Building,composite,Seattle,1680,US,163,-122.3354568,47.60459137,9675
2002,1,34,739,148.4400024,Mohegan Sun Sky Tower,steel,Montville,1623,US,163,-72.08888245,41.49235916,9508
2008,1,33,740,148.4400024,555 Mission Street,steel,San Francisco,1683,US,163,-122.3985291,37.78858948,9085
2004,3,36,741,148.3999939,Espirito Santo Plaza,concrete,Miami,1632,US,163,-80.1916275,25.76073074,4102
2000,1,44,743,148.1399994,Park Avenue Condominiums,concrete,Atlanta,1509,US,163,-84.36180878,33.85533142,4110
2016,1,48,744,148.0800018,Wolf Point West Tower,concrete,Chicago,1539,US,163,-87.63825226,41.8876915,14278
2003,1,43,745,147.9299927,THEHotel,concrete,Las Vegas,1610,US,163,-115.1778336,36.09294891,4119
2007,1,26,746,147.9100037,Terminus 100,concrete,Atlanta,1509,US,163,-84.37103271,33.8443985,4121
1930,1,40,747,147.8300018,Grant Building,steel,Pittsburgh,1661,US,163,-79.99739838,40.4376297,9830
1931,1,33,748,147.8300018,McGraw-Hill Building,steel,New York City,1641,US,163,-73.99157715,40.75762177,9016
2015,1,50,749,147.7799988,99 Washington Street,concrete,New York City,1641,US,163,-74.01416779,40.70822906,14319
2015,1,43,750,147.75,Regalia,concrete,Sunny Isles Beach,1686,US,163,-80.11934662,25.95690918,13536
1976,1,35,751,147.6000061,One US Bank Plaza,steel,St. Louis,1693,US,163,-90.19090271,38.62997055,12770
2005,2,42,752,147.5299988,St. Regis San Francisco,concrete,San Francisco,1683,US,163,-122.4015198,37.78636932,9930
2011,1,40,753,147.5299988,Brickell World Plaza at 600 Brickell,steel/concrete,Miami,1632,US,163,-80.19082642,25.76755905,4123
2009,1,44,754,147.5200043,"The Residences at the Ritz Carlton, Westchester - North Tower",concrete,White Plains,1723,US,163,-73.76799011,41.03348923,9597
2008,2,44,754,147.5200043,"The Residences at the Ritz Carlton, Westchester - South Tower",concrete,White Plains,1723,US,163,-73.76731873,41.03279114,9598
1983,1,34,756,147.5200043,Miami Center,steel,Miami,1632,US,163,-80.18672943,25.77223969,4124
2010,1,32,757,147.5200043,1 Bank of America Center,composite,Charlotte,1544,US,163,-80.84079742,35.22650909,9566
1997,1,44,759,147.5,Portofino Tower,concrete,Miami Beach,1622,US,163,-80.1349411,25.76773071,10304
2009,1,42,761,147.3200073,Panorama Tower III,concrete,Las Vegas,1610,US,163,-115.1824722,36.10850906,4127
2009,1,41,762,147.2200012,Spire,concrete,Denver,1556,US,163,-104.9956589,39.74485016,3428
1972,1,40,763,147.2200012,Chase Tower,steel,Phoenix,1658,US,163,-112.0730972,33.45087814,8894
1957,1,39,764,147.2200012,666 5th Avenue,steel,New York City,1641,US,163,-73.97664642,40.76028824,9807
2007,1,36,765,147.2200012,Asia,concrete,Miami,1632,US,163,-80.18566895,25.76922989,4128
1967,1,47,766,147,Excelsior House,concrete,New York City,1641,US,163,-73.96457672,40.75952911,9808
2005,1,42,767,146.9199982,Brickell on the River North Tower,concrete,Miami,1632,US,163,-80.19193268,25.76963997,4133
1931,1,34,768,146.6100006,Kansas City Power & Light Building,steel,Kansas City,1633,US,163,-94.58474731,39.09756851,9104
1980,1,34,768,146.6100006,KPMG Centre,steel,Dallas,1554,US,163,-96.79812622,32.7856102,10816
2007,1,45,771,146.4499969,The Regatta,concrete,Chicago,1539,US,163,-87.61602783,41.88721848,9868
2001,1,46,772,146.3000031,Three Tequesta Point,concrete,Miami,1632,US,163,-80.18374634,25.76935959,4146
2015,1,42,773,146.3000031,160 Madison Avenue,concrete,New York City,1641,US,163,-73.98384857,40.74697113,16016
1930,1,38,777,146,33 North LaSalle,steel,Chicago,1539,US,163,-87.63217926,41.88288879,9863
2010,1,42,778,145.6999969,The Century,concrete,Los Angeles,1611,US,163,-118.4146423,34.05622101,4161
2004,1,40,779,145.6999969,Paramount at Buckhead,concrete,Atlanta,1509,US,163,-84.36688232,33.85076904,4162
1928,1,24,780,145.6999969,Consolidated Gas Building,steel,New York City,1641,US,163,-73.98834229,40.73403168,9809
2010,2,45,782,145.6399994,CassaNY,concrete,New York City,1641,US,163,-73.98222351,40.75632858,3560
2014,1,42,783,145.5399933,Summit on Lake,concrete,Chicago,1539,US,163,-87.62545013,41.88539124,14396
2012,1,39,784,145.5399933,Lincoln Park 2550,concrete,Chicago,1539,US,163,-87.6395874,41.92906952,9937
1966,1,33,786,145.3899994,225 Franklin Street,steel,Boston,1524,US,163,-71.05374146,42.35601044,9798
1990,2,29,788,145.3000031,The O'Quinn Medical Tower at St. Luke's,concrete,Houston,1593,US,163,-95.40184784,29.70916939,12656
2010,2,36,789,145.2700043,W Austin Hotel & Residences,concrete,Austin,1510,US,163,-97.74707031,30.26581001,10360
2001,1,38,790,145.2400055,Turnberry Place I,concrete,Las Vegas,1610,US,163,-115.1554184,36.1368103,4166
2002,1,38,790,145.2400055,Turnberry Place II,concrete,Las Vegas,1610,US,163,-115.156723,36.13682175,4167
2004,1,38,790,145.2400055,Turnberry Place III,concrete,Las Vegas,1610,US,163,-115.156723,36.13832092,4168
2006,1,38,790,145.2400055,Turnberry Place IV,concrete,Las Vegas,1610,US,163,-115.1554108,36.13827896,4169
2007,1,44,794,145.1900024,Latitude on the River,concrete,Miami,1632,US,163,-80.19693756,25.76823997,4173
1972,1,34,795,145.1000061,100 Pine Center,steel,San Francisco,1683,US,163,-122.3990631,37.79264069,12689
1927,2,41,796,145.0899963,Bankers Building,steel,Chicago,1539,US,163,-87.63121796,41.87910843,9864
1998,1,40,797,145.0899963,The Pinnacle,concrete,Sunny Isles Beach,1686,US,163,-80.12071228,25.93911934,10335
1930,1,36,798,145.0899963,Daily News Building,steel,New York City,1641,US,163,-73.97344971,40.74985886,9015
1995,1,34,799,145.0899963,Mutual of America Building,steel,New York City,1641,US,163,-73.97425079,40.75769043,4191
1979,1,34,800,145,45 Fremont Center,steel,San Francisco,1683,US,163,-122.3973083,37.79127121,12690
2015,1,42,801,144.9799957,400 Park Avenue South,concrete,New York City,1641,US,163,-73.98462677,40.74335098,13992
2015,1,46,802,144.7799988,135 West 52nd Street,concrete,New York City,1641,US,163,-73.98091125,40.76197052,19567
2008,1,43,803,144.7799988,Electra,steel/concrete,San Diego,1677,US,163,-117.1696472,32.71504974,9922
2008,1,42,804,144.7799988,The Murano,concrete,Philadelphia,1657,US,163,-75.17543793,39.95407104,9900
1926,1,38,805,144.7799988,Book Tower,steel,Detroit,1559,US,163,-83.0515976,42.33348846,10575
2006,1,38,805,144.7799988,The Signature at MGM Grand Tower I,concrete,Las Vegas,1610,US,163,-115.1667786,36.10604095,4187
2006,1,38,805,144.7799988,The Signature at MGM Grand Tower II,concrete,Las Vegas,1610,US,163,-115.1666336,36.10678864,4188
2007,1,38,805,144.7799988,The Signature at MGM Grand Tower III,concrete,Las Vegas,1610,US,163,-115.1666183,36.10750961,4189
1924,1,37,809,144.7799988,Metropolitan Tower,steel,Chicago,1539,US,163,-87.62463379,41.87794876,9865
1964,1,35,810,144.7799988,Cook County Administration Building,concrete,Chicago,1539,US,163,-87.62999725,41.88296127,9866
1929,1,34,811,144.7799988,Koppers Building,steel,Pittsburgh,1661,US,163,-79.99543762,40.44213104,9832
1987,2,36,812,144.6399994,Plaza VII,steel,Minneapolis,1627,US,163,-93.27362061,44.97706985,9462
1991,2,49,813,144.4799957,Plaza 440,concrete,Chicago,1539,US,163,-87.62711334,41.89031982,9292
1926,2,29,814,144.4799957,American Furniture Mart,concrete/steel,Chicago,1539,US,163,-87.61743164,41.89464951,9861
1932,1,28,815,144.3699951,One South Broad,steel,Philadelphia,1657,US,163,-75.1633606,39.9511795,9901
2001,1,48,816,144.1699982,Marymount University Dormitory,concrete,New York City,1641,US,163,-73.96691132,40.75856018,9873
2005,2,32,817,144.1699982,12 Metrotech Center,steel,New York City,1641,US,163,-73.98766327,40.69462967,9840
2010,1,43,819,143.8699951,505 West 37th Street East Tower,concrete,New York City,1641,US,163,-73.99788666,40.75706863,9881
2004,1,38,820,143.8699951,Park Avenue Place,concrete,New York City,1641,US,163,-73.97280121,40.76060104,9884
1961,1,38,820,143.8699951,United States Plywood Building,steel,New York City,1641,US,163,-73.97104645,40.75463867,9885
1987,1,37,822,143.6100006,Wells Fargo Place,concrete,St. Paul,1694,US,163,-93.09552002,44.94815063,10655
2007,1,43,823,143.5599976,The Link,concrete,New York City,1641,US,163,-73.98594666,40.76348877,9886
2006,1,42,824,143.5599976,325 5th Avenue,concrete,New York City,1641,US,163,-73.98490143,40.74731064,9887
1929,1,42,824,143.5599976,Hotel InterContinental,steel,Chicago,1539,US,163,-87.62362671,41.89120102,4216
2002,1,44,826,143.5,"Continuum on South Beach, South Tower",concrete,Miami Beach,1622,US,163,-80.13285065,25.76683998,10305
2015,1,42,827,143.3000031,1100 Millicento Residences,concrete,Miami,1632,US,163,-80.19345856,25.76322937,15115
1990,1,44,828,143.2599945,Embassy Suites Times Square,composite,New York City,1641,US,163,-73.98436737,40.75880051,4217
2010,1,42,829,143.2599945,Aire,concrete,New York City,1641,US,163,-73.98465729,40.77561951,9888
1930,1,41,830,143.2599945,Wyndham New Yorker Hotel,steel,New York City,1641,US,163,-73.99352264,40.75271988,9889
1990,2,40,831,143.2599945,City Place,concrete,Chicago,1539,US,163,-87.6248703,41.89466858,9853
1931,1,37,832,143.2599945,Hampshire House,steel,New York City,1641,US,163,-73.97792053,40.76610184,4219
2008,1,41,833,143.2100067,Trump Taj Mahal - Chairman Tower,concrete,Atlantic City,1501,US,163,-74.41869354,39.360569,10264
2012,3,32,835,143,"Roosevelt University Academic, Student Life Residence Center",steel/concrete,Chicago,1539,US,163,-87.62583923,41.87652969,9171
2009,1,40,836,142.9499969,3630 Peachtree Road,concrete,Atlanta,1509,US,163,-84.35861969,33.85449982,4225
2007,1,41,837,142.8500061,The Carlyle,concrete,Minneapolis,1627,US,163,-93.2629776,44.9818306,9463
1980,1,47,838,142.6499939,Columbus Plaza,concrete,Chicago,1539,US,163,-87.62107086,41.88764954,9862
1990,1,36,839,142.6499939,Scripps Center,steel,Cincinnati,1550,US,163,-84.51029205,39.09922028,10533
2000,1,32,840,142.5,U.S. Bancorp Center,steel,Minneapolis,1627,US,163,-93.27387238,44.97573853,9464
1991,1,34,841,142.3399963,AT&T Tower,steel,Minneapolis,1627,US,163,-93.2725296,44.97396851,9465
2013,1,47,844,142.2200012,Coast at Lakeshore East,concrete,Chicago,1539,US,163,-87.61865997,41.88735962,12514
2001,2,49,845,142.0399933,The Sterling,concrete,Chicago,1539,US,163,-87.63214111,41.88880157,9867
1964,1,33,846,142,650 California Street,steel,San Francisco,1683,US,163,-122.4054413,37.79288864,12775
1976,1,33,846,142,Qwest Plaza,steel,Seattle,1680,US,163,-122.3343811,47.61328125,9680
2007,1,41,849,141.9600067,Allure Las Vegas Tower I,concrete,Las Vegas,1610,US,163,-115.1590118,36.14406967,9365
1931,1,34,850,141.7299957,National Newark Building,steel,Newark,1570,US,163,-74.1709671,40.73667145,9215
2004,1,42,851,141.5599976,The Marc,concrete,New York City,1641,US,163,-73.98415375,40.76433182,9896
1991,1,27,852,141.3999939,Franklin County Courthouse,steel,Columbus,1545,US,163,-83.00018311,39.9538002,12627
1925,1,34,853,141.1199951,Tribune Tower,steel,Chicago,1539,US,163,-87.62364197,41.89038849,9017
1989,1,47,854,141.0700073,200 North Dearborn Apartments,concrete,Chicago,1539,US,163,-87.62985229,41.88605118,9869
1929,1,45,855,141.0200043,Randolph Tower,steel,Chicago,1539,US,163,-87.63368225,41.8846817,9852
2002,1,45,856,140.9199982,Victory Apartments,concrete,New York City,1641,US,163,-73.99626923,40.75931931,9982
1914,2,38,857,140.8200073,Smith Tower,steel,Seattle,1680,US,163,-122.3317719,47.60195923,9676
1927,1,35,858,140.8200073,Montague-Court Building,steel,New York City,1641,US,163,-73.99088287,40.69361877,9986
1985,1,49,859,140.6000061,Presidential Towers I,concrete,Chicago,1539,US,163,-87.64163208,41.88164902,9096
1985,1,49,859,140.6000061,Presidential Towers II,concrete,Chicago,1539,US,163,-87.6423111,41.8813591,9097
1985,1,49,859,140.6000061,Presidential Towers III,concrete,Chicago,1539,US,163,-87.64318848,41.88098907,9098
1985,1,49,859,140.6000061,Presidential Towers IV,concrete,Chicago,1539,US,163,-87.64373016,41.88071823,9099
1931,2,42,863,140.5099945,Jumeirah Essex House,steel,New York City,1641,US,163,-73.97847748,40.76625824,9983
2008,1,45,864,140.5,Trump Towers I,concrete,Sunny Isles Beach,1686,US,163,-80.1217804,25.92449951,15275
2008,1,45,864,140.5,Trump Towers II,concrete,Sunny Isles Beach,1686,US,163,-80.12181854,25.92362976,15276
2008,1,45,864,140.5,Trump Towers III,concrete,Sunny Isles Beach,1686,US,163,-80.12181854,25.9228096,15277
